r_id,ageyrs,startingocc,startingsector,endingocc,endingsector,abswagech3,sectorchgto_mgmt,gender,Education at start,Education at end,Starting occupational cluster,Alternate starting occupational cluster,path
4806,20.583334,9110,Transportation,9110.0,Transportation,-1.2375984,0,F,1,1,Transportation,,"9110, 'Unemployed', 4110, 9110"
8003,31.25,9750,Transportation,9750.0,Transportation,-5.226263,0,M,1,1,Transportation,,9750
2568,19.166666,9620,Transportation,8740.0,Production,0.79629326,0,M,1,1,Transportation,,"9620, 'Unemployed', 8740"
4750,24.916666,9600,Transportation,9600.0,Transportation,3.1682777,0,M,1,1,Transportation,,9600
4417,19.75,9130,Transportation,,Not Employed,,0,F,0,0,Transportation,,"9130, 'Unemployed', 4110, 3940, 4010, 4110, 4010, 4720, 'Unemployed'"
4892,21.25,9620,Transportation,9130.0,Transportation,12.92881,0,M,0,0,Transportation,,"9620, 'Unemployed', 5610, 4760, 4140, 9130"
6701,22.0,9620,Transportation,,Not Employed,,0,M,0,0,Transportation,,"9620, 'Unemployed', 6040, 'Unemployed', 8960, 'Unemployed', 9150, 'Unemployed'"
5523,19.833334,9620,Transportation,2630.0,All other,3.9684334,0,M,0,1,Transportation,,"9620, 'Unemployed', 9620, 7010, 4250, 5850, 'Unemployed', 4760, 2630"
2651,22.333334,9640,Transportation,4030.0,Personal Service,-1.8064117,0,M,0,1,Transportation,,"9640, 'Unemployed', 4940, 'Unemployed', 4030"
5218,23.083334,9610,Transportation,9610.0,Transportation,0.45217037,0,M,1,1,Transportation,,9610
2947,25.5,9640,Transportation,5620.0,Office & Admin Sppt,-0.77748394,0,M,0,1,Transportation,,"9640, 6420, 8960, 'Unemployed', 5620"
6091,24.166666,9510,Transportation,9510.0,Transportation,-1.7572994,0,M,1,1,Transportation,,9510
4183,21.166666,9640,Transportation,5240.0,Office & Admin Sppt,0.27278519,0,F,0,0,Transportation,,"9640, 5240, 'Unemployed', 4220, 4600, 'Unemployed', 5240"
4622,18.833334,9630,Transportation,8540.0,Production,5.6756401,0,M,0,1,Transportation,,"9630, 4760, 8540"
8838,20.166666,9000,Transportation,4020.0,Personal Service,-19.817749,0,M,1,1,Transportation,,"9000, 4020, 4110, 4760, 'Unemployed', 'Student', 4020"
8161,22.0,9130,Transportation,1000.0,IT,3.6597013,0,M,1,1,Transportation,,"9130, 'Student', 4720, 9130, 1000"
5619174p,27.0,9130,Transportation,,Not Employed,,0,M,1,1,Transportation,,"9130, 'Unemployed', 9130, 'Unemployed'"
7558,19.583334,9620,Transportation,5860.0,Office & Admin Sppt,1.9908085,0,M,0,2,Transportation,,"9620, 'Student', 'Unemployed', 'Student', 9620, 'Student', 4850, 'Student', 'Unemployed', 5860, 'Unemployed', 5860"
5376,23.333334,9620,Transportation,8140.0,Production,1.8536539,0,M,0,0,Transportation,,"9620, 6460, 8140"
2867,20.083334,9620,Transportation,8540.0,Production,0.13448143,0,M,1,1,Transportation,,"9620, 9610, 'Unemployed', 9620, 'Unemployed', 5620, 'Unemployed', 8540"
4546,27.0,9030,Transportation,9420.0,Transportation,-16.147127,0,M,2,2,Transportation,,"9030, 4760, 'Student', 9420"
6021,24.083334,9360,Transportation,6050.0,All other,-0.69160843,0,M,1,1,Transportation,,"9360, 6050, 8960, 6050"
8094,23.75,9600,Transportation,6420.0,Construction,12.760287,0,M,0,0,Transportation,,"9600, 'Unemployed', 6420"
8513,27.75,9750,Transportation,9750.0,Transportation,-1.3168917,0,F,1,1,Transportation,,9750
579,18.083334,9130,Transportation,4720.0,Sales,0.50850105,0,F,1,1,Transportation,,"9130, 4720"
5498,22.166666,9360,Transportation,3400.0,Healthcare,-1.4200869,0,F,1,1,Transportation,,"9360, 310, 3400, 310, 3400"
691,23.416666,9630,Transportation,8220.0,Production,0.20400238,0,M,0,0,Transportation,,"9630, 8220"
3551,19.916666,9350,Transportation,4720.0,Sales,-1.3180084,0,M,1,1,Transportation,,"9350, 'Unemployed', 4720"
4531,19.166666,9620,Transportation,4720.0,Sales,8.2679777,0,F,1,1,Transportation,,"9620, 4030, 4720, 4150, 4110, 4720"
5718175p,31.0,9000,Transportation,4720.0,Sales,-1.5321903,0,M,0,0,Transportation,,"9000, 4720"
8332,25.5,9510,Transportation,8220.0,Production,-4.2904911,0,M,1,1,Transportation,,"9510, 8220"
7234,21.166666,9620,Transportation,9620.0,Transportation,-0.9372263,0,M,0,0,Transportation,,"9620, 'Unemployed', 9620"
6784,20.833334,9600,Transportation,5610.0,Office & Admin Sppt,4.3768215,0,M,1,1,Transportation,,"9600, 5610"
7813,23.583334,9640,Transportation,8740.0,Production,1.3287039,0,F,1,1,Transportation,,"9640, 8960, 8740"
2110,24.166666,9620,Transportation,8210.0,Production,8.33389,0,M,1,1,Transportation,,"9620, 8210"
6554,32.083332,9130,Transportation,4850.0,Sales,2.545145,0,M,1,1,Transportation,,"9130, 4850, 9130, 4850"
8481,19.916666,9620,Transportation,4700.0,Sales,12.366726,0,M,1,1,Transportation,,"9620, 4720, 9620, 'Unemployed', 4760, 4700"
163,19.166666,9620,Transportation,,Not Employed,,0,M,0,1,Transportation,,"9620, 4720, 'Unemployed'"
823,30.916666,9510,Transportation,,Not Employed,,0,M,1,1,Transportation,,"9510, 'Unemployed', 5620, 'Unemployed', 9600, 'Unemployed', 9510, 'Unemployed', 3940, 'Unemployed'"
7572,25.25,9120,Transportation,9120.0,Transportation,4.382987,0,M,1,1,Transportation,,9120
4347,20.416666,9130,Transportation,8550.0,Production,3.9488096,0,M,1,1,Transportation,,"9130, 'Unemployed', 6100, 'Unemployed', 8550"
7458,24.083334,9610,Transportation,4700.0,Sales,8.493885,0,M,0,0,Transportation,,"9610, 'Unemployed', 9620, 4950, 4700"
6605031p,25.0,9000,Transportation,8720.0,Production,1.9757729,0,M,1,1,Transportation,,"9000, 'Unemployed', 7810, 8720"
4009,24.75,9130,Transportation,9130.0,Transportation,10.695401,0,M,1,1,Transportation,,"9130, 6330, 9130, 6330, 9130"
3546,28.0,9620,Transportation,,Not Employed,,0,M,1,1,Transportation,,"9620, 'Unemployed', 'Student'"
792,19.166666,9610,Transportation,6260.0,Construction,11.692155,0,M,1,1,Transportation,,"9610, 9130, 'Unemployed', 9620, 'Student', 'Unemployed', 6260"
4769,18.583334,9620,Transportation,4110.0,Personal Service,45.277405,0,M,1,1,Transportation,,"9620, 'Student', 4110"
5048,23.75,9610,Transportation,,Not Employed,,0,F,1,1,Transportation,,"9610, 4760, 4020, 4830, 5400, 4020, 'Unemployed'"
8443,22.666666,9640,Transportation,,Not Employed,,0,M,0,1,Transportation,,"9640, 4020, 'Unemployed', 7340, 7620, 5620, 'Unemployed', 5620, 'Unemployed'"
3231001p,34.0,9000,Transportation,6000.0,All other,-0.11710739,0,M,0,0,Transportation,,"9000, 6000"
5501182p,26.0,9350,Transportation,,Not Employed,,0,M,1,1,Transportation,,"9350, 'Unemployed'"
8182,18.083334,9620,Transportation,4760.0,Sales,0.93434429,0,F,0,0,Transportation,,"9620, 'Unemployed', 4720, 4950, 2910, 4760"
7800,21.333334,9620,Transportation,,Not Employed,,0,M,1,1,Transportation,,"9620, 7750, 9620, 'Student'"
4286,19.583334,9130,Transportation,8300.0,Production,-6.8247414,0,M,1,1,Transportation,,"9130, 'Unemployed', 6600, 4720, 'Unemployed', 6600, 8300"
6286,31.166666,9140,Transportation,7750.0,Production,10.087976,0,M,1,1,Transportation,,"9140, 9620, 7750"
3129,18.0,9610,Transportation,8830.0,Production,2.8334551,0,F,0,0,Transportation,,"9610, 6050, 'Unemployed', 4720, 'Student', 8830"
3435,27.0,9130,Transportation,2310.0,Educ/Legal/Social Services,-0.21996784,0,M,3,3,Transportation,,"9130, 4600, 2310, 'Unemployed', 2310"
445,26.416666,9620,Transportation,8260.0,Production,5.0081682,0,M,1,1,Transportation,,"9620, 6260, 8960, 'Unemployed', 7320, 8260"
1200,20.583334,9620,Transportation,9600.0,Transportation,4.2933016,0,F,0,1,Transportation,,"9620, 7200, 'Unemployed', 9600, 9360, 'Unemployed', 9600"
5916033p,29.0,9620,Transportation,,Not Employed,,0,M,0,0,Transportation,,"9620, 'Unemployed'"
6437,21.0,9620,Transportation,5320.0,Office & Admin Sppt,3.9412594,0,F,1,1,Transportation,,"9620, 5320"
2863,18.5,9610,Transportation,7930.0,Production,16.211781,0,M,0,0,Transportation,,"9610, 7930"
454,19.666666,9620,Transportation,5610.0,Office & Admin Sppt,7.3166609,0,M,1,1,Transportation,,"9620, 'Student', 5620, 'Student', 4760, 5620, 5610"
6626,23.25,9620,Transportation,4720.0,Sales,15.961981,0,F,2,2,Transportation,,"9620, 'Student', 4720, 'Unemployed', 4720"
1943,18.0,9130,Transportation,4200.0,Personal Service,5.869277,0,M,0,1,Transportation,,"9130, 4840, 9130, 'Student', 5000, 4110, 5000, 4200"
7678,19.25,9620,Transportation,9620.0,Transportation,5.5722332,0,M,0,1,Transportation,,9620
2848035p,28.0,9130,Transportation,9130.0,Transportation,8.5985003,0,M,1,1,Transportation,,9130
7876,26.333334,9620,Transportation,4250.0,Personal Service,-5.5931854,0,M,0,0,Transportation,,"9620, 'Unemployed', 4250"
3944,22.166666,9350,Transportation,9130.0,Transportation,47.203011,0,M,1,1,Transportation,,"9350, 4650, 4950, 9130"
8228,22.5,9620,Transportation,,Not Employed,,0,M,1,1,Transportation,,"9620, 'Unemployed'"
5036,19.916666,9130,Transportation,8140.0,Production,1.1606269,0,M,0,1,Transportation,,"9130, 4220, 8140"
5379,20.5,9620,Transportation,2710.0,All other,14.851274,0,M,1,1,Transportation,,"9620, 2340, 'Unemployed', 5600, 5620, 2600, 2710"
8105,25.083334,9140,Transportation,10.0,Mgmt/Biz/Financial,-0.55705452,1,M,1,1,Transportation,,"9140, 6420, 4760, 'Unemployed', 5100, 10, 310, 10"
5663,22.75,9630,Transportation,,Not Employed,,0,F,0,0,Transportation,,"9630, 'Unemployed', 4110, 8960, 'Unemployed'"
6327,19.0,9620,Transportation,,Not Employed,,0,M,1,1,Transportation,,"9620, 'Unemployed', 4220, 'Student', 4250, 'Student'"
3977,25.25,9620,Transportation,6420.0,Construction,7.6980457,0,F,1,1,Transportation,,"9620, 6420, 5610, 3600, 6420"
5423,19.25,9610,Transportation,8260.0,Production,4.7722921,0,M,0,1,Transportation,,"9610, 'Student', 'Unemployed', 4750, 7200, 8260"
150,22.083334,9620,Transportation,5000.0,Office & Admin Sppt,-4.8081589,0,M,1,1,Transportation,,"9620, 2020, 'Unemployed', 3940, 9620, 4960, 'Student', 5000"
2137031p,29.0,9000,Transportation,5000.0,Office & Admin Sppt,-1.429388,0,F,1,2,Transportation,,"9000, 5000"
222032p,28.0,9130,Transportation,9130.0,Transportation,-1.5207939,0,M,3,3,Transportation,,9130
647030p,30.0,9130,Transportation,9130.0,Transportation,1.6390266,0,M,1,1,Transportation,,9130
4044,24.166666,9620,Transportation,6260.0,Construction,-0.70510197,0,M,1,1,Transportation,,"9620, 'Unemployed', 6250, 'Unemployed', 6260, 'Unemployed', 6260"
3731,21.25,9130,Transportation,4110.0,Personal Service,-0.029876709,0,M,1,1,Transportation,,"9130, 4110, 2340, 4110"
3434172p,23.0,9640,Transportation,3600.0,Healthcare,2.5616217,0,F,1,1,Transportation,,"9640, 'Unemployed', 3600"
354030p,32.0,9600,Transportation,620.0,Mgmt/Biz/Financial,2.7034416,0,F,1,1,Transportation,,"9600, 620"
7297,19.25,9610,Transportation,,Not Employed,,0,M,0,0,Transportation,,"9610, 'Unemployed'"
1838,20.416666,9620,Transportation,9620.0,Transportation,-2.4426556,0,M,1,1,Transportation,,"9620, 4250, 8950, 'Student', 8950, 'Student', 9620, 8950, 9620"
4374,24.416666,9610,Transportation,9130.0,Transportation,0.60121155,0,M,1,1,Transportation,,"9610, 'Unemployed', 9130"
2251,22.333334,9000,Transportation,6420.0,Construction,0.99172592,0,M,1,1,Transportation,,"9000, 4130, 4050, 'Unemployed', 6420, 'Unemployed', 9640, 5610, 6420"
41204p,30.0,9600,Transportation,9000.0,Transportation,0.30905056,0,M,0,0,Transportation,,"9600, 9000"
5466,18.583334,9620,Transportation,,Not Employed,,0,F,0,0,Transportation,,"9620, 8960, 'Unemployed', 4610, 4110, 4030, 'Unemployed'"
444,29.75,9640,Transportation,,Not Employed,,0,F,0,0,Transportation,,"9640, 4760, 'Unemployed'"
1558,18.666666,9620,Transportation,4020.0,Personal Service,-1.4080181,0,M,0,0,Transportation,,"9620, 'Unemployed', 9610, 'Unemployed', 9620, 'Unemployed', 4020"
1701,18.583334,9130,Transportation,9130.0,Transportation,3.9117994,0,M,0,1,Transportation,,"9130, 'Student', 9130"
5569,20.583334,9620,Transportation,9130.0,Transportation,3.3311548,0,M,1,1,Transportation,,"9620, 'Unemployed', 3800, 'Unemployed', 6260, 9620, 9130"
2154,19.666666,9620,Transportation,6260.0,Construction,-2.8040028,0,M,0,0,Transportation,,"9620, 'Unemployed', 4600, 4250, 'Unemployed', 6420, 'Unemployed', 6260"
6927,22.083334,9350,Transportation,9350.0,Transportation,7.9897223,0,M,1,1,Transportation,,9350
1695064p,20.0,9600,Transportation,9600.0,Transportation,-3.1733675,0,F,0,1,Transportation,,9600
8437,23.166666,9640,Transportation,,Not Employed,,0,M,1,1,Transportation,,"9640, 8650, 'Unemployed', 4250, 8960, 'Unemployed'"
1831176p,32.0,9030,Transportation,9030.0,Transportation,16.821903,0,M,1,1,Transportation,,9030
8759,26.916666,9600,Transportation,7220.0,Maintenance/Repair,-6.8721714,0,M,0,0,Transportation,,"9600, 6050, 7220"
8747,21.75,9620,Transportation,,Not Employed,,0,M,0,0,Transportation,,"9620, 'Student', 'Unemployed', 6510, 'Unemployed'"
5352,21.166666,9130,Transportation,9130.0,Transportation,-1.4284134,0,M,1,1,Transportation,,9130
2219031p,27.0,9130,Transportation,9130.0,Transportation,10.809024,0,M,0,0,Transportation,,9130
1704,20.5,9360,Transportation,9360.0,Transportation,1.3695335,0,M,1,1,Transportation,,9360
2129033p,23.0,9120,Transportation,,Not Employed,,0,F,3,3,Transportation,,"9120, 'Unemployed', 4350, 'Unemployed'"
8252,25.583334,9620,Transportation,3920.0,Protective Services,6.2153034,0,M,1,1,Transportation,,"9620, 'Unemployed', 9130, 5300, 3920"
2065,22.666666,9620,Transportation,3920.0,Protective Services,1.7032957,0,M,1,3,Transportation,,"9620, 'Student', 4010, 'Student', 'Unemployed', 3920"
3868,22.5,9620,Transportation,9620.0,Transportation,2.4065418,0,F,1,1,Transportation,,"9620, 5620, 'Unemployed', 5620, 'Unemployed', 4720, 'Unemployed', 9620"
5686,20.75,9360,Transportation,,Not Employed,,0,F,1,1,Transportation,,"9360, 'Unemployed', 4050, 4230, 'Unemployed'"
2611,22.666666,9620,Transportation,6330.0,Construction,5.9505329,0,M,1,1,Transportation,,"9620, 6230, 6330"
8516,18.833334,9620,Transportation,6050.0,All other,0.25629425,0,M,1,1,Transportation,,"9620, 'Unemployed', 6050"
842,18.5,9620,Transportation,9620.0,Transportation,-0.20850086,0,M,1,1,Transportation,,9620
6504,20.25,9620,Transportation,4030.0,Personal Service,0.28045082,0,M,1,1,Transportation,,"9620, 'Unemployed', 4030"
8707,23.166666,9000,Transportation,9030.0,Transportation,20.719608,0,M,3,3,Transportation,,"9000, 9030"
5216,19.166666,9130,Transportation,7720.0,Production,4.4537525,0,F,0,1,Transportation,,"9130, 8740, 7750, 8830, 7720"
6478,19.166666,9610,Transportation,1100.0,IT,20.132751,0,M,1,1,Transportation,,"9610, 6050, 9610, 1100"
8326,28.0,9640,Transportation,8960.0,Production,0.58095837,0,M,1,1,Transportation,,"9640, 'Unemployed', 8960"
3831,22.583334,9130,Transportation,9130.0,Transportation,-24.735348,0,M,0,0,Transportation,,9130
2118,20.25,9620,Transportation,3600.0,Healthcare,-4.9672098,0,M,0,1,Transportation,,"9620, 4610, 7750, 4610, 'Student', 'Unemployed', 7750, 'Unemployed', 4030, 'Unemployed', 6050, 6420, 3600"
2311177p,32.0,9130,Transportation,530.0,Mgmt/Biz/Financial,10.075703,0,M,1,1,Transportation,,"9130, 530"
75,20.166666,9130,Transportation,4760.0,Sales,4.1677446,0,M,1,1,Transportation,,"9130, 'Student', 4760"
1067,31.166666,9620,Transportation,5240.0,Office & Admin Sppt,3.7093029,0,F,1,1,Transportation,,"9620, 'Unemployed', 5620, 'Unemployed', 5240"
5499,21.0,9600,Transportation,5610.0,Office & Admin Sppt,1.7993126,0,M,0,1,Transportation,,"9600, 'Unemployed', 6050, 'Unemployed', 4110, 5610"
5814193p,26.0,9120,Transportation,9120.0,Transportation,-0.169981,0,F,1,1,Transportation,,"9120, 4720, 9120"
2250182p,29.0,9000,Transportation,5610.0,Office & Admin Sppt,-0.071905136,0,M,1,1,Transportation,,"9000, 5610"
2766,18.916666,9130,Transportation,9600.0,Transportation,-9.4587927,0,M,0,0,Transportation,,"9130, 'Unemployed', 4720, 9620, 'Unemployed', 4020, 'Unemployed', 9610, 9600"
6789,20.0,9640,Transportation,,Not Employed,,0,M,1,1,Transportation,,"9640, 'Unemployed', 9600, 'Unemployed', 5610, 9620, 'Unemployed'"
1399032p,28.0,9030,Transportation,9030.0,Transportation,12.17342,0,M,1,1,Transportation,,9030
2134,26.333334,9130,Transportation,9130.0,Transportation,-6.9679413,0,M,1,1,Transportation,,9130
4940,24.666666,9130,Transportation,9130.0,Transportation,4.0272484,0,M,1,1,Transportation,,9130
2618173p,34.0,9130,Transportation,9130.0,Transportation,-11.727362,0,M,1,1,Transportation,,9130
5830,21.083334,9640,Transportation,3600.0,Healthcare,3.444067,0,F,0,0,Transportation,,"9640, 3600"
3618,18.25,9620,Transportation,7810.0,Production,-0.49618721,0,M,0,1,Transportation,,"9620, 'Student', 4110, 4020, 9130, 9620, 4720, 3920, 7810"
2181190p,33.0,9620,Transportation,9000.0,Transportation,2.4861565,0,M,1,1,Transportation,,"9620, 9000"
6101,31.833334,9130,Transportation,9120.0,Transportation,7.2636967,0,M,1,1,Transportation,,"9130, 9120"
3139,18.75,9130,Transportation,310.0,Personal Service,2.7994242,0,M,0,1,Transportation,,"9130, 6330, 6510, 4110, 310"
687,20.25,9130,Transportation,4700.0,Sales,-5.3394747,0,M,1,1,Transportation,,"9130, 'Unemployed', 7200, 'Unemployed', 9130, 4700"
3171003p,24.0,9130,Transportation,9130.0,Transportation,-1.4454403,0,M,1,1,Transportation,,9130
6381,20.166666,9130,Transportation,2910.0,All other,8.5717621,0,M,1,1,Transportation,,"9130, 'Unemployed', 3920, 2910"
6941,28.25,9130,Transportation,9130.0,Transportation,-0.082622528,0,M,1,1,Transportation,,9130
4966,18.666666,9640,Transportation,3600.0,Healthcare,6.3806829,0,F,1,1,Transportation,,"9640, 3600, 4720, 'Unemployed', 3600"
7158,18.666666,9640,Transportation,4740.0,Sales,-1.0663176,0,F,0,1,Transportation,,"9640, 'Student', 9640, 5400, 4110, 'Student', 4740"
5600,23.416666,9300,Transportation,9300.0,Transportation,16.47386,0,M,1,1,Transportation,,9300
6655036p,22.0,9620,Transportation,,Not Employed,,0,F,1,1,Transportation,,"9620, 'Unemployed', 3600, 'Unemployed'"
1762179p,33.0,9000,Transportation,9000.0,Transportation,-3.2201519,0,M,1,1,Transportation,,"9000, 5510, 9000"
1921,20.416666,9620,Transportation,,Not Employed,,0,F,1,1,Transportation,,"9620, 4720, 'Unemployed'"
2546,19.75,9620,Transportation,8960.0,Production,13.831066,0,M,0,0,Transportation,,"9620, 4250, 8960"
2647174p,24.0,9130,Transportation,9120.0,Transportation,10.166876,0,M,3,3,Transportation,,"9130, 9120"
2884,18.333334,9260,Transportation,4250.0,Personal Service,1.6072369,0,M,0,1,Transportation,,"9260, 'Student', 2340, 4250"
1711,22.416666,9130,Transportation,9130.0,Transportation,-2.3402739,0,M,1,1,Transportation,,"9130, 6260, 'Unemployed', 7800, 9130"
8066,26.166666,9350,Transportation,4510.0,Personal Service,-3.8231926,0,F,1,1,Transportation,,"9350, 'Unemployed', 4510, 'Unemployed', 4510"
5501039p,25.0,9130,Transportation,9130.0,Transportation,2.0182018,0,M,1,1,Transportation,,"9130, 'Unemployed', 9130"
5104,27.583334,9630,Transportation,,Not Employed,,0,F,1,1,Transportation,,"9630, 'Unemployed', 4020, 'Unemployed'"
8554,30.0,9120,Transportation,9120.0,Transportation,0.37541866,0,M,1,1,Transportation,,9120
5794,22.416666,9130,Transportation,2040.0,Educ/Legal/Social Services,-6.7298489,0,M,1,2,Transportation,,"9130, 5240, 6260, 4110, 5620, 2040"
6191031p,28.0,9130,Transportation,9130.0,Transportation,3.954545,0,M,1,1,Transportation,,9130
5134,27.75,9620,Transportation,9510.0,Transportation,0.75656128,0,M,1,1,Transportation,,"9620, 9130, 7750, 6260, 9510"
5596,23.75,9620,Transportation,8960.0,Production,2.9415836,0,M,1,1,Transportation,,"9620, 8530, 8960"
4977,29.416666,9600,Transportation,8960.0,Production,0.082045555,0,M,1,1,Transportation,,"9600, 'Unemployed', 9620, 'Unemployed', 8960"
83,20.833334,9130,Transportation,,Not Employed,,0,M,0,1,Transportation,,"9130, 'Student', 'Unemployed', 'Student', 'Unemployed'"
5026,21.083334,9620,Transportation,9130.0,Transportation,7.792861,0,M,1,1,Transportation,,"9620, 3850, 9130"
3119,19.916666,9720,Transportation,9620.0,Transportation,-3.9419355,0,M,0,1,Transportation,,"9720, 310, 4720, 9130, 3600, 'Unemployed', 3600, 'Unemployed', 6260, 'Unemployed', 9620"
8295,21.583334,9620,Transportation,6130.0,All other,-1.2954454,0,M,0,1,Transportation,,"9620, 7330, 4250, 6510, 'Unemployed', 6130"
6114187p,23.0,9130,Transportation,9130.0,Transportation,-2.692894,0,M,1,1,Transportation,,9130
7523,27.25,9750,Transportation,,Not Employed,,0,M,1,1,Transportation,,"9750, 4600, 'Unemployed', 2860, 'Unemployed'"
5407,20.083334,9620,Transportation,4720.0,Sales,-3.5303335,0,M,1,1,Transportation,,"9620, 'Student', 6050, 'Student', 6050, 4720"
6020,21.666666,9600,Transportation,9130.0,Transportation,10.096963,0,M,1,1,Transportation,,"9600, 9130, 'Unemployed', 9130, 'Unemployed', 9130"
